"libidinous","lustful"
"libido","psychic and emotional energy or urges behind human activity; sexual desire"
"libretto","text of an opera or oratorio; CF. book"
"licentious","amoral; lewd and lascivious; unrestrained"
"lien","legal claim or right on a property"
"ligneous","like wood"
"lilliputian","extremely small; CF. Lilliput in Gulliver""s Travels"
"limber","flexible; supple; pliable; V."
"limbo","region near heaven or hell where certain souls are kept; prison ; Ex. Purgatory and Limbo"
"limn","draw; outline; describe; CF. line ?"
"limpid","crystal clear"
"lineage","descent; ancestry"
"lineaments","features especially of the face; distinctive shape or contour of the face; CF. line"
"linguistic","pertaining to language"
"listless","lacking in spirit or energy; languid"
"litany","supplicatory prayer; prayer in which the priest calls out and the people replies in the same words"
"lithe","flexible; supple; CF. limber"
"litigation","lawsuit; N. litigant: one party in a lawsuit; V. litigate"
"litotes","understatement for emphasis; Ex. ``not bad"""""
"livid","lead-colored; black and blue ; ashen; enraged; extremely angry"
"loath","reluctant; unwilling; disinclined; Ex. Romeo and Juliet were both loath for him to go."
"loathe","detest; ADJ. loathsome: arousing loathing; offensive; Ex. loathsome smell"
"lode","metal-bearing vein"
"lofty","very high"
"log","record of a voyage or flight; record of day-to-day activities; section of a trunk; V."
"loiter","hang about/around; stand idly about; linger"
"loll","lounge about"
"longevity","long life; long duration"
"loom","appear or take shape ; Ex. The shadow of the gallows loomed threateningly. N: apparatus for making thread into cloth"
"lope","gallop slowly"
"loquacious","talkative; N. loquacity"
"lout","clumsy person; ADJ. loutish; CF. from countrysides ?"
"low","moo; make the sound of a cow"
"lucid","easily understood; clear; intelligible; N. lucidity"
"lucrative","profitable; producing wealth"
"lucre","money; profit; Ex. filthy lucre"
"ludicrous","laughable; ridiculous; trifling"
"lugubrious","mournful; sorrowful"
"lull","moment of calm; period of reduced activity; Ex. a lull in the rain; V: cause to become less active; cause to sleep or rest; Ex. lull the opponents into a false sense of security; CF. lullaby"
"lumber","move heavily or clumsily; Ex. The bear lumbered through the woods; N: timber"
"lumen","unit of light energy"
"luminary","celebrity ; dignitary; object that gives light"
"luminous","shining ; issuing light; Ex. luminous paint/road signs"
"lunar","pertaining to the moon"
"lurid","wild; sensational; graphic; gruesome; horrible; Ex. lurid details of the murder"
"lurk","stealthily lie in waiting; slink; exist unperceived"
"luscious","pleasing to taste or smell; delicious"
"luster","shine; gloss"
"lustrous","shining; brilliant; Ex. lustrous hair"
"luxuriant","abundant; growing healthily and in large amounts; excessively ornate; rich and splendid; fertile; Ex. luxuriant forests/prose; CF. luxurious, luxuriate"
"macabre","gruesome; grisly; ghastly; CF. of death"
"mace","ceremonial staff used as a symbol of authority; clublike medieval weapon"
"macerate","soften by soaking in liquid; waste away; Ex. macerate powdered wood to make paper"
"machiavellian","crafty; double-dealing; of the political doctrine of Machiavelli, which holds that craft and deceit are justified in pursuing political power"
"machinations","evil schemes or plots; schemes or plots to achieve an evil end; V. machinate"
"maculated","spotted; stained; CF. immaculate"
"madrigal","pastoral song; song for several singers without instruments"
"maelstrom","violent whirlpool; violent or tublent situation; CF. stream"
"magisterial","authoritative; imperious; commanding; of a magistrate; Ex. magisterial study of Roman law; Ex. magisterial manner"
"magnanimity","generosity; ADJ. magnanimous: generous"
"magnate","person of prominence or influence; powerful or influential person ; Ex. oil magnate"
"magniloquent","boastful; pompous"
"magnitude","greatness ; extent"
"maim","mutilate; injure lastingly; disable; cripple; Ex. maimed for life"
"maladroit","clumsy; not skillful; awkward; bungling"
"malady","illness"
"malaise","uneasiness; vague feeling of ill health"
"malapropism","comic misuse of a word; CF. Mrs. Malaprop"
"malcontent","person dissatisfied with existing state of affairs; discontented person; ADJ: discontented"
"malediction","curse"
"malefactor","evildoer; criminal"
"malevolent","wishing evil; exhibiting ill will; N. malevolence"
"malfeasance","wrongdoing; misconduct"
"malicious","hateful; spiteful; expressing malice; N. malice: desire to harm others; spite"
"malign","speak evil of; bad-mouth; defame; ADJ: harmful; Ex. malign influence"
"malignant","tending to cause death; highly injurious; aggressively malevolent; Ex. malignant tumor"
"malingerer","one who feigns illness to escape duty; V. malinger: feign illness to avoid work"
"malleable","capable of being shaped by pounding; pliable; impressionable; easily controlled; tractable"
"malodorous","foul-smelling"
"mammal","vertebrate animal whose female suckles its young"
"mammoth","gigantic; enormous"
"manacle","restrain; handcuff; N."
"mandate","order; charge; authoritative command; power to govern another country; power to given to a government; region under administration; V: give a mandate to; place under a mandate; Ex. mandated territory"
"mandatory","obligatory; compulsory; of a mandate"
"maneuver","strategic military or naval movement ; carefully planned process; stratagem; V: carry out a military maneuver; use maneuvers in gaining an end"
"mangy","shabby; wretched; suffering from mange; of bad appearance"
"maniacal","raging mad; insane; N. maniac: insane person; CF. mania: disorder of the mind; intense enthusiasm"
"manifest","evident; visible; obvious; V: show plainly"
"manifestation","outward demonstration; manifesting; indication of the presence of something; Ex. manifestation of his pronounced musical bent"
"manifesto","public declaration of principles; statement of policy"
"manifold","many in number or kind; numerous; varied"
"manipulate","operate with one's hands; control or play upon  artfully; maneuver; Ex. how to manipulate publicity and men; ADJ. manipulative"
"mannered","affected; not natural; Ex. mannered way of speech"
"manumit","emancipate; free from slavery or bondage"
"marital","pertaining to marriage"
"maritime","bordering on the sea; nautical; of the ships or the sea; Ex. Maritime Provinces"
"marked","noticeable; targeted for vengeance or attack; Ex. marked improvement/man"
"marred","damaged; disfigured; V. mar: spoil; disfigure"
"marshal","put in order; guide ceremoniously to the correct place; Ex. marshal the children into the museum; N: military officer; official"
"marsupial","one of a family of mammals that nurse their offspring in a pouch; CF. kangaroo, opossum, wombat"
"martial","warlike; of war; Ex. martial art/law"
"martinet","strict disciplinarian; person who demands total obedience to rules and orders; CF. Jean Martinet"
"martyr","one who voluntarily suffers death for his or her religion or cause; great sufferer; Ex. martyr to his rheumatism"
"masochist","person who enjoys his own pain; CF. masochism"
"masticate","chew"
"materialism","preoccupation with physical comforts and things; excessive regard for worldly concerns"
"maternal","motherly; N. maternity: motherhood"
"matriarch","woman who rules a family or larger social group"
"matriculate","enroll ; CF. matrix"
"matrix","point of origin; array of numbers or algebraic symbols; mold or die; Ex. the matrix of Western civilization"
"maudlin","effusively sentimental"
"maul","handle roughly; batter; injure by beating; Ex. mauled by his overexcited fans; N: heavy long-handled hammer"
"mausoleum","monumental tomb; large stately tomb; CF. Mausolos"
"mauve","pale purple"
"maverick","rebel; nonconformist"
"mawkish","mushy and gushy; icky-sticky sentimental; excessively and objectionably sentimental"
"maxim","proverb; truth pithily stated"
"mayhem","injury to body; crime of willfully maiming or crippling a person; violent disorder; Ex. mayhem in the zoo; CF. maim"
"meager","scanty; inadequate"
"mealymouthed","indirect in speech ; hypocritical; evasive"
"meander","wind or turn in its course; follow a winding or turning course; move aimlessly and idly"
"meddlesome","interfering; V. meddle: interfere"
"mediate","settle a dispute through the services of an outsider; act as an intermediary; produce by mediating; Ex. mediate a cease-fire"
"mediocre","ordinary; commonplace; neither good nor bad"
"meditation","reflection; thought; V. meditate"
"medium","element that is a creature""s natural environment; nutrient setting in which microorganisms are cultivated; appropriate occupation or means of expression; channel of communication; compromise; middle position between extremes; intervening substance through which something else is transmitted"
"medley","mixture"
"meek","submissive; patient and long-suffering"
"megalomania","mania for doing grandiose things; mental disorder characterized by delusions of wealth, power, or importance"
"melancholy","gloomy; morose; blue; N. ADJ. melancholic; CF. melancholia"
"melee","fight"
"mellifluous","sweetly or smoothly flowing; melodious; having a pleasant tune"
"memento","token; reminder of the past; keepsake; Ex. memento of your visit"
"memorialize","commemorate"
"menagerie","collection of wild animals on exhibition; zoo"
"mendacious","lying; habitually dishonest; N. mendacity"
"mendicant","beggar; ADJ: living as a beggar"
"menial","suitable for servants; lowly; mean; N: someone who does menial work"
"mentor","counselor; teacher"
"mercantile","concerning trade or merchants"
"mercenary","motivated solely by money or gain; N."
"mercurial","capricious; quick and changing; fickle; containing the element mercury; Ex. mercurial temper; CF. mood"
"meretricious","flashy; tawdry; attractive on the surface but of no real value; Ex. meretricious argument/jewel; CF. prostitute"
"merger","combination ; act of merging"
"mesmerize","hypnotize; N. mesmerism; CF. Franz Mesmer"
"metallurgical","pertaining to the art of removing metals from ores; N. metallurgy: science that deals with extracting metals from ores"
"metamorphosis","change of form; Ex. metamorphosis of caterpillar to butterfly; V. metamorphose: change by metamorphosis"
"metaphor","implied comparison; CF. simile"
"metaphysical","pertaining to speculative philosophy; of metaphysics; N. metaphysics: branch of philosophy that examines the nature of reality"
"mete","measure; distribute; administer; Ex. mete out justice/punishment"
"meteoric","like a meteor; swift; momentarily brilliant; Ex. meteoric rise to fame; N. meteor"
"methodical","systematic; N. method: systematic method of procedure"
"meticulous","excessively careful ; painstaking; scrupulous"
"metropolis","large city"
"mettle","courage ; spirit; ADJ. mettlesome"
"miasma","swamp gas; heavy vaporous atmosphere often emanating from decaying matter; pervasive corrupting influence; noxious atmosphere or influence"
"microcosm","small representative world; world in miniature; Ex. microcosm of English society"
"migrant","changing its habitat; wandering; Ex. migrant birds/workers; N: one that migrates"
"migratory","wandering; V. migrate: move from one region and settle in another; move periodically from one region to another"
"milieu","social environment; means of expression; Ex. feel out of one's milieu; Ex. His proper milieu is watercolor."
"militant","combative; bellicose; N."
"militate","work against; Ex. militate against the chances of promotion; CF. serve as a soldier"
"millennium","thousand-year period ; hoped-for period of happiness and prosperity"
"mimicry","imitation"
"minatory","menacing; threatening"
"mincing","affectedly dainty; V. mince: cut  into very small pieces; walk with exaggerated primness; walk in an unnatural way, taking little short steps; Ex. The actor minced across the stage; CF. mincemeat; CF. mincer"
"minion","servile dependent; obsequious follower"
"minuscule","extremely small"
"minute","extremely small; CF. minutes: official record of the proceedings at a meeting"
"minutiae","petty or trivial details; CF. minutia"
"mirage","unreal reflection; optical illusion"
"mire","entangle; stick in swampy ground; stick or sink in mire; N: bog; deep mud; Ex. sucked deeper into the mire"
"mirth","merriment; laughter"
"misadventure","mischance; ill luck; Ex. death by misadventure"
"misanthrope","one who hates mankind; misanthropist"
"misapprehension","error; misunderstanding; V. misapprehend"
"miscellany","mixture of writings on various subjects; collection of various items"
"mischance","ill luck"
"misconstrue","interpret incorrectly; misinterpret; misjudge"
"miscreant","wretch; wrongdoer; villain; Ex. kindness to the miscreant; CF. believe"
"misdemeanor","minor crime; misdeed; wrongdoing"
"miserly","stingy; mean"
"misgivings","doubts"
"mishap","unfortunate accident"
"misnomer","wrong or improper name; incorrect designation"
"misogamy","hatred of marriage"
"misogynist","hater of woman; CF. misogyny"
"missile","object to be thrown or projected"
"missive","letter; written statement; CF. sent"
"mite","very small object or insect-like creature; small coin"
"mitigate","appease; moderate; make or become less in force or intensity"
"mnemonic","pertaining to memory; assisting the memory; N: device, such as as formula or rhyme, used as a mnemonic aid"
"mobile","movable; not fixed; N. mobility"
"mock","ridicule; deride; imitate often in derision"
"mode","prevailing style; current fashion; manner; way of doing something; Ex. in the latest mode; Ex. simple mode of life"
"modicum","limited quantity; small amount; Ex. He does not have a modicum of sense; CF. moderate"
"modish","fashionable; conforming to the current fashion"
"modulate","tone down in intensity; change the intensity or tone of; regulate; change from one musical key to another; Ex. modulate from E to G"
"mogul","powerful person; Ex. oil moguls; CF. Mogol, Moghul; CF. Mongolian"
"molecule","the smallest particle  of a substance that has all the properties of that substance"
"mollify","soothe an angry person"
"mollycoddle","pamper; coddle; baby; indulge excessively"
"molt","periodically shed or cast off hairs or feathers"
"molten","melted; Ex. molten lava"
"momentous","very important; N. moment; CF. momentary"
"momentum","quantity of motion of a moving body; impetus; moving force"
"monarchy","government under a single ruler"
"monastic","related to monks or monasteries; removed from worldly concerns"
"monetary","pertaining to money"
"monochromatic","having only one color"
"monolithic","solidly uniform; unchangeable; unyielding; N. monolith: large block of stone"
"monotheism","belief in one God"
"monotony","sameness leading to boredom; monotonousness; ADJ. monotonous; CF. monotone"
"monumental","massive; impressively large; built as a monument"
"moodiness","fits of depression or gloom; ADJ. moody: given to changeable moods; subject to periods of depression; gloomy CF. mood:"
"moratorium","legal delay of payment or action; Ex. declare moratorium on the building of new houses"
"morbid","given to unwholesome or unhealthy thought; moody; characteristic of disease; Ex. morbid curiosity; N. morbidity; CF. disease"
"mordant","biting; sarcastic; stinging; incisive; cutting; Ex. mordant pen/wit"
"mores","conventions; moral standards; moral customs"
"moribund","dying; at the point of death; CF. death"
"morose","ill-humored; sullen; sullenly melancholy"
"mortician","undertaker; CF. death"
"mortify","humiliate by embarrassing excessively; shame; punish the flesh; discipline  by self-denial; Ex. mortified by her blunder; Ex. mortify the flesh; CF. cause to die"
"mosaic","picture made of small colorful inlaid tiles; ADJ."
"mote","small speck"
"motif","theme; recurrent thematic element in a musical or literary work; single or repeated pattern; figure"
"motility","ability to move spontaneously; ADJ. motile: moving spontaneously"
"motley","multi-colored ; mixed; heterogeneous; CF. jester: one who jests"
"mottled","blotched in coloring; spotted; Ex. mottled face; V. mottle: mark with blotches of different colors"
"mountebank","charlatan; boastful pretender"
"muddle","confuse; mix up confusedly; N: state of confusion"
"muggy","warm and damp"
"mulct","defraud a person of something; swindle; Ex. mulct the boy of his legacy"
"multifarious","varied; greatly diversified; Ex. multifarious activities"
"multiform","having many forms"
"multilingual","having many languages; fluent in several languages"
"multiplicity","state of being numerous or multiple; large number; Ex. multiplicity of details; ADJ. multiple: of more than one element"
"mundane","worldly as opposed to spiritual; everyday; of the ordinary; Ex. mundane existence; CF. world"
"munificent","very generous in giving; Ex. munificent benefactor; N. munificence"
"mural","wall painting"
"murky","dark and gloomy; thick with fog; vague; Ex. murky night/fog; N. murk: partial or complete darkness; gloom"
"muse","ponder at length; N: source of inspiration"
"musky","having the odor of musk; N. musk: odorous substance secreted by an Asian deer"
"muster","gather; assemble ; Ex. muster up one's strength for the ordeal; N."
"musty","stale ; spoiled by age; CF. moist"
"mutability","ability to change in form; fickleness; ADJ. mutable: able to change; fickle; CF. mutate; CF. mutant"
"muted","silent; muffled; toned down; Ex. muted traffic noise"
"mutilate","maim; injure lastingly; deprive of a limb or an essential part"
"mutinous","unruly; rebellious; Ex. mutinous teenagers; N. mutiny: open rebellion; CF. mutineer"
"myopic","nearsighted; lacking foresight; N. myopia"
"myriad","very large number; ADJ. CF. ten thousand"
"nadir","lowest point; point on the celestial sphere diametrically opposite the zenith"
"naivete","quality of being unsophisticated; simplicity; artlessness; gullibility; ADJ. naive: ingenuous; lacking worldliness; simple; credulous"
"narcissist","conceited person; N. narcissism; CF. narcissus"
"narrative","related to telling a story; N: narrated account; story; V. narrate: tell ; CF. narration"
"nascent","incipient; coming into being or existence; Ex. nascent ability in music"
"natation","swimming"
"natty","neatly or smartly dressed; dapper; smart; Ex. natty dresser"
"nauseate","cause to become sick; fill with disgust; fill nausea"
"nautical","pertaining to ships or navigation"
"navigable","wide and deep enough to allow ships to pass through; able to be steered"
"nebulous","vague; hazy; cloudy; of a nebula; Ex. nebulous proposal"
"necromancy","black magic; sorcery; dealings with the dead; art that professes to communicate with the spirits of the dead so as to predict the future; CF. necromancer; CF. necro+divination; CF. necro-: death; Ex. necropolis"
"nefarious","very wicked"
"negate","cancel out; nullify; cause to have no effect; deny; N. negation"
"negligence","neglect; failure to take reasonable care; ADJ. negligent: neglectful; lax; not taking enough care"
"negligible","so small, trifling, or unimportant as to be easily disregarded"
"nemesis","someone seeking revenge; source of downfall or ruin; CF. Nemesis"
"neologism","new or newly coined word or phrase"
"neophyte","recent convert; new member of a religious group; beginner; CF. plant"
"nepotism","favoritism ; CF. nephew"
"nether","lower; Ex. nether garments/regions"
"nettle","irritate; annoy; vex; ADJ. nettlesome"
"nexus","connection"
"nib","beak; pen point"
"nicety","precision; accuracy; minute distinction or difference; Ex. to a nicety: exactly; precisely; Ex. distinguish between niceties"
"niggardly","meanly stingy; parsimonious; N. niggard: stingy person"
"niggle","spend too much time on minor points ; find fault; Ex. niggle over details; ADJ. niggling"
"nihilist","one who considers traditional beliefs to be groundless and existence meaningless; absolute skeptic; revolutionary terrorist; CF. nihilism: belief that nothing has meaning or value; belief that destruction of existing political or social institutions is necessary for future improvement"
"nip","snip off; stop something""s growth or development; bite; make numb with cold; Ex. nip the plan; Ex. A guard dog nipped the postman; Ex. fingers nipped by the extreme chill"
"nirvana","in Buddhist teachings, the ideal state in which the individual loses himself in the attainment of an impersonal beatitude"
"nocturnal","done or active at night; Ex. nocturnal animals/raids; CF. nocturne"
"noisome","foul smelling; very unpleasant; unwholesome"
"nomadic","wandering; N. nomad: tribe who migrates from place to place"
"nomenclature","terminology; system of names or naming things"
"nominal","in name only; of a name; trifling; very small; CF. nominate: propose as a candidate; appoint"
"nonchalance","indifference; lack of concern; composure; ADJ. nonchalant: unconcerned; cool; indifferent; Ex. nonchalant attitude to his debts"
"noncommittal","neutral; refusing commitment to a particular opinion; unpledged; undecided"
"nondescript","undistinctive; ordinary; ordinary-looking; Ex. nondescript fellow in a crowd"
"nonentity","person of no importance; nonexistence"
"nonplus","put at a loss; bring to a halt by confusion; perplex; CF. no more"
"nostalgia","homesickness; longing for the past; Ex. nostalgia for the clothes of 1920s; ADJ. nostalgic"
"nostrum","questionable medicine; quack medicine; CF. our"
"notable","conspicuous; worthy of note; remarkable; important; distinguished; noted"
"notoriety","disrepute; ill fame"
"novelty","something new; newness; ADJ. novel: new; original"
"novice","beginner"
"noxious","harmful; CF. obnoxious"
"nuance","shade of slight difference in meaning or color; subtle distinction"
"nubile","marriageable; of marriageable age; CF. connubial"
"nugatory","worthless; futile"
"nullify","make invalid; make null; invalidate"
"numismatist","person who collects coins; N. numismatics: study or collection of money, coins, and medals"
"nuptial","related to marriage or the wedding ceremony; N. nuptials: wedding ceremony"
"nurture","nourish; feed; educate; rear; care for while it is growing or developing; foster; cultivate; N: something that nourishes; rearing"
"nutrient","nourishing substance; ADJ: providing nourishment"
"oaf","stupid awkward person; CF. elf"
"obdurate","stubborn; refusing to change one's belief"
"obeisance","bow"
"obelisk","tall column tapering and ending in a pyramid"
"obese","excessively fat; N. obesity"
"obfuscate","confuse; muddle; cause confusion; make needlessly complex; make so confused as to be difficult to understand"
"obituary","death notice ; ADJ."
"objective","not influenced by emotions; fair; N: goal; aim"
"obligatory","binding; required; compulsory; V. oblige: constrain; make grateful; do a favor; accommodate"
"oblique","indirect; slanting ; Ex. oblique reference"
"obliterate","destroy completely; wipe out; Ex. obliterate the village"
"oblivion","obscurity; condition of being completely forgotten; forgetfulness"
"oblivious","inattentive or unmindful; unaware; wholly absorbed; forgetful"
"obloquy","slander; disgrace; infamy"
"obnoxious","offensive; disagreeable; Ex. obnoxious smell"
"obscure","dark; vague; unclear; not well known; Ex. obscure meaning/village; V: darken; cover; make unclear; Ex. obscure the moon/meaning"
"obsequious","slavishly attentive; servile; full of servile compliance; sycophantic"
"obsequy","funeral ceremony"
"obsessive","related to thinking about something constantly; of an obsession; preoccupying; N. obsession: compulsive preoccupation with a fixed idea; compulsive idea; V. obsess: preoccupy the mind of excessively"
"obsidian","black volcanic rock"
"obsolete","outmoded; no longer used"
"obstetrician","physician specializing in delivery of babies; N. obstetrics; CF. midwife"
"obstinate","stubborn; hard to control or treat; Ex. obstinate cough; N. obstinacy"
"obstreperous","boisterous; noisy and uncontrollable"
"obtrude","push  forward or intrude; impose  on others; butt in; stick out or extrude; thrust out; Ex. obtrude A on B; ADJ. obtrusive; N. obtrusion; CF. unobtrusive"
"obtuse","blunt; not sharp; stupid; slow in understanding"
"obviate","make unnecessary; get rid of; Ex. obviate the need"
"Occident","the West"
"occlude","shut; close; obstruct; Ex. A blood clot occluded an artery."
"occult","mysterious; secret; supernatural; beyond human comprehension; CF. mysterious to human ?; OP. bare"
"oculist","physician who specializes in treatment of the eyes"
"odious","arousing strong dislike; hateful; vile"
"odium","detestation; quality of being odious; hatefulness; disrepute"
"odoriferous","giving off an odor"
"odorous","having an odor"
"odyssey","long, eventful, adventurous journey"
"offensive","attacking; insulting; distasteful; V. offend: violate; hurt the feelings of; N. offense: offending; violating of a moral or social code; crime; attack; Ex. first offense"
"offhand","casual; done without prior thought or preparation"
"officious","meddlesome; excessively pushy in offering one's services; overly eager in offering unwanted services or advices; Ex. officious bellboy"
"ogle","look at amorously; make eyes at; Ex. old men ogling young girls"
"olfactory","concerning the sense of smell"
"oligarchy","government by a privileged few"
"ominous","threatening; of an evil omen"
"omnipotent","all-powerful; having unlimited power"
"omnipresent","universally present; ubiquitous"
"omniscient","all-knowing"
"omnivorous","eating both plant and animal food; devouring everything"
"onerous","burdensome"
"onomatopoeia","words formed in imitation of natural sounds"
"onslaught","vicious assault; fierce attack; Ex. unexpected onslaught of the enemy"
"onus","burden; responsibility"
"opalescent","iridescent; lustrous; like an opal; N. opalescence"
"opaque","dark; not transparent; N. opacity"
"opiate","medicine to induce sleep or deaden pain; something that relieves emotions or causes inaction; sleep-producing drug containing opium"
"opportune","timely; well-chosen"
"opportunist","individual who sacrifices principles for expediency by taking advantage of circumstances; N. opportunism"
"opprobrium","infamy; disgrace arising from shameful conduct; vilification; scorn; contempt; Ex. opprobrium hurled against him; ADJ. opprobrious: expressing contempt; shameful or infamous"
"optician","maker and seller of eyeglasses"
"optimist","person who looks on the bright side; N. optimism"
"optimum","most favorable; optimal; N: most favorable condition"
"optional","not compulsory; left to one's choice; N. option: act of choosing; choice; freedom or power to choose; something available as a choice; Ex. have no option; Ex. two options"
"optometrist","one who fits glasses to remedy visual defects"
"opulence","extreme wealth; luxuriousness; abundance; ADJ. opulent: possessing great wealth; abundant"
"opus","work ; Ex. magnum opus: masterpiece; CF. opera"
"oracular","of an oracle; prophetic; uttered as if with divine authority; mysterious or ambiguous; hard to understand; N. oracle: wiser person; prophecy made by an oracle"
"orator","public speaker"
"oratorio","dramatic poem set to music; long musical work with singing but without acting; CF. cantata"
"ordain","decree or command; grant holy orders; predestine; install as a minister, priest, or rabbi; N. ordainment; CF. ordination"
"ordeal","severe trial or affliction; difficult experience; trial; affliction"
"ordinance","decree; authoritative order"
"ordination","ceremony conferring holy orders; ceremony of ordaining a priest"
"orgy","wild drunken revelry; unrestrained indulgence in an activity; Ex. orgy of shopping"
"orient","get one's bearings; adjust; make familiar with a situation; orientate"
"orientation","act of finding oneself in society; orienting"
"orifice","mouthlike opening; small opening ; CF. mouth"
"ornate","excessively or elaborately decorated"
"ornithologist","scientific student of birds; N. ornithology: scientific study of birds"
"orthodox","traditional; conservative in belief; adhering to an established doctrine"
"orthography","correct spelling; CF. ortho-: straight; correct; Ex. orthodontics"
"oscillate","vibrate pendulumlike; waver"
"osseous","made of bone; bony"
"ossify","change or harden into bone; become hard and unchanging in one's ideas"
"ostensible","apparent; appearing as such; professed; pretended; Ex. ostensible purpose of the expedition"
"ostentatious","showy; trying to attract attention; pretentious; N. ostentation: showy display"
"ostracize","banish from a group; exclude from public favor; ban; Ex. His friends ostracized him. N. ostracism"
"oust","expel; drive out; force out; N. ouster: ousting"
"outlandish","bizarre; peculiar; unconventional"
"outmoded","no longer in fashion or use; no longer stylish; old-fashioned"
"outrage","act of extreme violence or viciousness; resentful anger; V: commit an outrage on; produce anger in; ADJ. outrageous: offensive"
"outskirts","fringes; outer borders ; Ex. outskirts of Boston"
"outspoken","candid; blunt"
"outstrip","outrun; surpass; outdo"
"outwit","outsmart; defeat by behaving more cleverly"
"ovation","enthusiastic applause"
"overbearing","bossy; domineering and arrogant; decisively important; Ex. overbearing manner/importance; V. overbear: dominate"
"overblown","inflated; exaggerated"
"overt","open to view; public; not secret; CF. covert"
"overweening","arrogant; presumptuous"
"overwrought","nervous or excited; extremely agitated; hysterical; wrought-up; CF. wrought: made or done"
"ovoid","egg-shaped; CF. ovum; CF. ovulate"
"pachyderm","thick-skinned animal"
"pacifist","one opposed to force; antimilitarist; ADJ. N. pacifism: opposition to war as a means of resolving disputes"
"pacify","soothe; make calm or quiet; subdue; bring peace to"
"paean","song of praise or joy; Ex. paeans celebrating the victory"
"painstaking","taking pains; showing hard work; taking great care; very careful and through"
"palatable","agreeable; pleasing to the taste"
"palate","roof of the mouth; sense of the taste"
"palatial","of or suitable for a palace; magnificent"
"paleontology","study of prehistoric life or fossils; CF. paleo-: ancient or prehistoric; Ex. paleography: study of ancient written documents"
"palette","board on which painter mixes pigments"
"palimpsest","parchment or piece of writing material used for second time after original writing has been erased"
"pall","become boring; grow tiresome"
"pallet","small poor bed; Ex. straw pallet"
"palliate","ease pain ; make less severe or offensive"
"pallid","pale; wan; Ex. pallid complexion"
"palpable","tangible; easily perceptible; obvious; Ex. palpable blunder"
"palpitate","throb; beat rapidly; flutter; tremble; Ex. Her heart began to palpitate."
"paltry","insignificant; petty; trifling; contemptible; Ex. paltry sum; CF. trash"
"pan","criticize harshly"
"panacea","cure-all; remedy for all diseases"
"panache","flair; manner of doing things without any difficulty ; flamboyance; bunch of feathers ; Ex. with great panache; CF."
"pandemic","widespread; affecting the majority of people; N: pandemic disease; CF. all people"
"pandemonium","wild tumult; wild noisy disorder; CF. Paradise Lost"
"pander","cater to"
"panegyric","formal praise; encomium; Ex. I don""t deserve such panegyrics."
"panoramic","denoting an unobstructed and comprehensive view; N. panorama: unbroken view of a wide area"
"pantomime","acting without dialogue; V."
"papyrus","ancient paper made from stem of papyrus plant"
"parable","short simple story teaching a moral"
"paradigm","model; example that serves as a model; pattern; list of all the inflectional forms of a word"
"paradox","something apparently contradictory in nature ; statement that looks false but is actually correct"
"paragon","model of perfection; Ex. paragon of virtue"
"parallelism","state of being parallel; similarity; analogy"
"parameter","limit; independent variable; Ex. parameters of the problem; Ex. within the parameters of the budget"
"paramount","foremost in importance; supreme; CF. para-: beyond; above; Ex. paranormal"
"paramour","illicit lover"
"paranoia","psychosis marked by delusions of grandeur or persecution; N: ADJ: paranoid, paranoiac"
"paraphernalia","equipment; odds and ends used in a particular activity; personal belongings; Ex. photographic paraphernalia; CF. married woman""s property exclusive of her dowry"
"paraphrase","restate a passage in one's own words while retaining thought of author; N: restatement of a text in other words"
"parasite","animal or plant living on another; toady; sycophant; CF. para-: beside"
"parched","extremely dry; very thirsty; V. parch: make or become extremely dry"
"pariah","social outcast; Ex. Mariah the pariah"
"parity","equality; close resemblance; CF. disparate"
"parlance","language; manner of speaking; idiom; Ex. in legal/common parlance"
"parley","conference ; CF. speak"
"parochial","narrow in scope or outlook; provincial; related to parishes"
"parody","humorous imitation; spoof; takeoff; travesty; V."
"paroxysm","fit or attack of pain, laughter, rage; sudden outburst"
"parquet","floor made of wood strips inlaid in a mosaic like matter; CF. strip: long narrow piece"
"parry","ward off a blow; deflect; Ex. He parried the unwelcome question very skillfully; N. CF."
"parsimony","stinginess; excessive frugality; ADJ. parsimonious"
"partial","incomplete; favoring one side over another; having a liking for something"
"partiality","state of being partial; inclination; favorable bias; special fondness; preference"
"partisan","one-sided; prejudiced; committed to a party ; N: strong supporter of a party; guerrilla"
"partition","divide into parts"
"passe","old-fashioned; past the prime"
"passive","not active; acted upon; receiving an action without acting in return; accepting without resistance"
"pastiche","imitation of another""s style in musical composition or in writing; work of art openly imitating the works of other artists"
"pastoral","rural; of rural life; idyllic; of a pastor"
"patent","obvious; easily seen; open for the public to read; of or protected by a patent; Ex. patent to everyone; N."
"pathetic","causing sadness, compassion, pity; touching"
"pathological","pertaining to disease; N. pathology: study of disease"
"pathos","tender sorrow; pity; quality in art or literature that produces these feelings; Ex. pathos that runs through the novel"
"patina","green crust on old bronze works or copper; tone slowly taken by varnished painting"
"patois","local or provincial dialect"
"patriarch","father and ruler of a family or tribe"
"patrician","noble; aristocratic; N: person of high rank; aristocrat; CF. member of the governing classes in ancient Rome; CF. plebian"
"patronize","support; act superior toward; treat in a condescending manner; be a customer of; N. patron: one that supports; regular customer; N. patronage; CF. boycott"
"paucity","scarcity; dearth"
"pauper","very poor person"
"peccadillo","slight offense or fault; CF. sin"
"pecuniary","pertaining to money"
